categoria	caso	pais	es_legal	norma	notas
categoria_2	categoria_2_caso_1	Honduras	no	Decreto 4-99-E	NO ES LEGAL. El plazo general de protección al derecho de autor en Honduras es de 75 años a partir de la muerte del autor. Las obras de autor desconocido se consideran obras anónimas y el plazo de protección de este tipo de obra es de 75 años a contar desde la primera publicación (no aplica a fotografías inéditas o sobre las que no se tenga esa información). Todas las fotografías de este escenario (sacadas en las décadas de 1960 y 1970) están protegidas por derechos de autor. No existen disposiciones que regulen la situación de obras cuyos autores no están identificados o no han podido ser localizados. Existe una excepción que prevé la posibilidad de que un archivo realice una reproducción individual por motivos de preservación o sustitución de un ejemplar, pero no aplicaría a este escenario porque no cubre las actividades de puesta a disposición a demanda para los usuarios del repositorio del archivo. Ver: Artículo 9(6) (obra anónima), Artículo 45(2) (plazo de protección de obras anónimas).
categoria_2	categoria_2_caso_1	México	no	Ley Federal del Derecho de Autor	NO ES LEGAL. El plazo general de protección al derecho de autor en México es de 100 años a partir de la muerte del autor. Existe una disposición que establece que es libre el uso de la obra de un autor anónimo mientras el mismo no se dé a conocer o no exista un titular de derechos patrimoniales identificado. De acuerdo con esta disposición, el archivo solo podría digitalizar las fotografías de autor desconocido. No existen disposiciones que regulen la situación de otro tipo de obras huérfanas: las de autores que no se ha podido localizar a pesar de haberse efectuado una previa búsqueda diligente. Existe una excepción que prevé la posibilidad de que un archivo realice una reproducción en una sola copia por motivos de seguridad o preservación, pero no aplicaría a este escenario, porque no cubre las actividades de puesta a disposición a demanda para los usuarios del repositorio del archivo. Ver: Artículo 29 (plazo de protección), Artículo 4.II (definición de obras anónimas), Artículo 153 (libre uso de obras anónimas), Artículo 148.V (reproducción en una sola copia en un archivo o biblioteca).
categoria_2	categoria_2_caso_1	Nicaragua	no	Ley 312	NO ES LEGAL. El plazo general de protección al derecho de autor en Nicaragua es de 70 años a partir de la muerte del autor. Las obras de autor desconocido se consideran obras anónimas y el plazo de protección de este tipo de obra es de 70 años a contar desde su divulgación (no aplica a fotografías inéditas o sobre las que no se tenga esa información). Casi todas las fotografías de este escenario (sacadas en las décadas de 1960 y 1970) están protegidas por derechos de autor. No existen disposiciones que regulen la situación de obras cuyos autores no están identificados o no han podido ser localizados. Existe una excepción que prevé la posibilidad de que un archivo realice una única reproducción aislada por motivos de preservación o sustitución de un ejemplar, pero no aplicaría a este escenario porque no cubre las actividades de puesta a disposición a demanda para los usuarios del repositorio del archivo. Ver: 2(13) (definición de obra anónima), Artículo 28 (plazo de protección de obras anónimas), Artículo 35 (reproducción en una sola copia en un archivo o biblioteca).
categoria_2	categoria_2_caso_1	Panamá	no	Ley 64	NO ES LEGAL. El plazo general de protección al derecho de autor en Panamá es de 70 años a partir de la muerte del autor. No existen disposiciones que prevean plazos especiales menores para este escenario, por lo que todas las fotografías (sacadas en las décadas de 1960 y 1970) están protegidas por derechos de autor. No existen disposiciones que regulen la situación de obras cuyos autores no están identificados o no han podido ser localizados. Existe una excepción que prevé la posibilidad de que un archivo realice una reproducción individual por motivos de preservación o sustitución de un ejemplar, pero no aplicaría a este escenario porque no cubre las actividades de puesta a disposición a demanda para los usuarios del repositorio del archivo. Ver: Artículo 59 (plazo de protección), Artículo 69(2) (reproducción en una sola copia en un archivo o biblioteca).
categoria_2	categoria_2_caso_1	Paraguay	no	Ley 1328	NO ES LEGAL. El plazo general de protección al derecho de autor en Paraguay es de 70 años a partir de la muerte del autor. Existe una disposición que otorga un derecho sui generis y un plazo más corto de protección a las fotografías "no originales" o "amateur" (50 años a partir de su realización) pero no la consideramos aplicable a este escenario. De esta forma, todas las fotografías (sacadas en las décadas de 1960 y 1970) estarían protegidas por derechos de autor. No existen disposiciones que regulen la situación de obras cuyos autores no están identificados o no han podido ser localizados. Existe una excepción que prevé la posibilidad de que un archivo realice una reproducción individual por motivos de preservación o sustitución de un ejemplar, pero no aplicaría a este escenario porque no cubre las actividades de puesta a disposición a demanda para los usuarios del repositorio del archivo. Ver: Artículo 47 (plazo de protección), Artículo 135 (protección de fotografías no originales), Artículo 39(2) (reproducción en una sola copia en un archivo o biblioteca).
categoria_2	categoria_2_caso_1	Perú	no	Decreto Legislativo 822	NO ES LEGAL. El plazo general de protección al derecho de autor en Perú es de 70 años a partir de la muerte del autor. No existen disposiciones que prevean plazos especiales menores para este escenario, por lo que todas las fotografías (sacadas en las décadas de 1960 y 1970) están protegidas por derechos de autor. No existen disposiciones que regulen la situación de obras cuyos autores no están identificados o no han podido ser localizados. Existe una excepción que prevé la posibilidad de que un archivo realice una reproducción individual por motivos de preservación o sustitución de un ejemplar, pero no aplicaría a este escenario porque no cubre las actividades de puesta a disposición a demanda para los usuarios del repositorio del archivo. Ver: Artículo 52 (plazo de protección), Artículo 43(c) (reproducción en una sola copia en un archivo o biblioteca).
categoria_2	categoria_2_caso_1	República Dominicana	no	Ley 65-00	NO ES LEGAL. El plazo general de protección al derecho de autor en República Dominicana es de 50 años a partir de la muerte del autor. Existe una disposición específica que establece que el plazo de protección para obras fotográficas es de 50 años a partir de la primera publicación o exhibición pública o, en su defecto, de la realización. En este escenario, hay fotografías sacadas en la década de 1970 que aún están protegidas por derechos de autor, y aquellas que no tengan un año cierto de realización permanecerán huérfanas por tiempo indefinido. No existen disposiciones que regulen la situación de obras cuyos autores no están identificados o no han podido ser localizados. Existe una excepción que prevé la posibilidad de que una biblioteca realice una reproducción individual por motivos de preservación o de préstamos a otras bibliotecas, pero no aplicaría a este escenario porque no aplica a archivos y tampoco cubre las actividades de puesta a disposición a demanda para los usuarios del repositorio del archivo. Ver: Artículo 26 (plazo de protección de obras fotográficas), Artículo 38 (reproducción en una sola copia en una biblioteca).
categoria_2	categoria_2_caso_1	Uruguay	no	Ley 9739	NO ES LEGAL. El plazo general de protección al derecho de autor en Uruguay es de 70 años a partir de la muerte del autor. Las obras de autor desconocido se consideran obras anónimas y el plazo de protección de este tipo de obra es de 50 años a partir de la fecha en que la obra fue lícitamente hecha accesible al público (no aplica a fotografías inéditas o sobre las que no se tenga esa información). No existen disposiciones que regulen la situación de obras cuyos autores no están identificados o no han podido ser localizados. No existe ninguna excepción que cubra las actividades de reproducción (digitalización, carga/descarga) ni las de puesta a disposición a demanda para los usuarios del repositorio del archivo. Ver: Artículo 14 (plazo de protección); Artículo 17 (obras anónimas y seudónimas).
categoria_2	categoria_2_caso_1	Venezuela	no	Ley sobre el Derecho de Autor	NO ES LEGAL. El plazo general de protección al derecho de autor en Venezuela es de 60 años a partir de la muerte del autor. No existen disposiciones que prevean plazos especiales menores para este escenario, por lo que todas las fotografías (sacadas en las décadas de 1960 y 1970) están protegidas por derechos de autor. No existen disposiciones que regulen la situación de obras cuyos autores no están identificados o no han podido ser localizados. Existe una excepción que prevé la posibilidad de que un archivo realice una reproducción individual por motivos de preservación o sustitución de un ejemplar, pero no aplicaría a este escenario porque no cubre las actividades de puesta a disposición a demanda para los usuarios del repositorio del archivo. Ver: Artículo 14 (plazo de protección), Artículo 44(4) (reproducción en una sola copia en un archivo o biblioteca).
categoria_2	categoria_2_caso_2	Argentina	no	Ley 11723	NO ES LEGAL. No existen excepciones al derecho de distribución que permitan el préstamo público de ningún tipo de obra por parte de archivos, bibliotecas o museos.
categoria_2	categoria_2_caso_2	Bolivia	no	Ley 1322	NO ES LEGAL. No existen excepciones al derecho de distribución que permitan el préstamo público de ningún tipo de obra por parte de archivos, bibliotecas o museos.
categoria_2	categoria_2_caso_2	Brasil	no	Ley 9610	NO ES LEGAL. No existen excepciones al derecho de distribución que permitan el préstamo público de ningún tipo de obra por parte de archivos, bibliotecas o museos.
categoria_2	categoria_2_caso_2	Chile	gratis	Ley 17336	SÍ, ES LEGAL. No existen excepciones al derecho de distribución mediante préstamo, pero tampoco son necesarias porque existe una disposición que establece que el autor no tiene ese derecho luego de la primera venta de un ejemplar. En la ley chilena, la primera venta u otra transferencia de propiedad en Chile o el extranjero, agota el derecho de distribución nacional e internacionalmente con respecto del original o ejemplar transferido. Por esta razón, luego de la primera venta de un ejemplar, el autor o titular no puede seguir controlando las reventas, préstamos o alquileres de dichas obras. Lo mismo cuenta para las fijaciones y derechos conexos. Ver: Artículo 18 (agotamiento nacional/internacional del derecho de distribución tras la primera venta), Artículo 68 (agotamiento de derechos sobre fonogramas), Artículo 66 (agotamiento de derechos de artistas intérpretes y ejecutantes).
categoria_2	categoria_2_caso_2	Colombia	gratis	Ley 1915	SÍ, ES LEGAL. Existe una excepción que permite el préstamo sin ánimo de lucro, por una biblioteca, archivo o centro de documentación, de copias o ejemplares de obras, interpretaciones o ejecuciones artísticas, fonogramas y emisiones fijadas, siempre que figuren en las colecciones permanentes de esta o hagan parte de un programa de cooperación bibliotecaria y hubiesen sido lícitamente adquiridas. Ver: Ley 1915 Artículo 16 (préstamo público).
categoria_2	categoria_2_caso_2	Costa Rica	no	Ley 6683	NO ES LEGAL. No existen excepciones al derecho de distribución que permitan el préstamo público de ningún tipo de obra por parte de archivos, bibliotecas o museos.
categoria_2	categoria_2_caso_2	Cuba	no	Ley 14	NO ES LEGAL. No existen excepciones al derecho de distribución que permitan el préstamo público de ningún tipo de obra por parte de archivos, bibliotecas o museos.
categoria_2	categoria_2_caso_2	Ecuador	gratis	Código Ingenios	SÍ, ES LEGAL. Existe una excepción al derecho de autor que permite el préstamo público en forma individual de una obra audiovisual por una videoteca u otra colección de obras audiovisuales, cuando el ejemplar respectivo se encuentre en el repertorio de la videoteca o colección. Existe también una disposición que establece que las excepciones se aplican a todos los derechos conexos. Esta norma cubriría la posibilidad de existencia de derechos conexos sobre las fijaciones audiovisuales del archivo. Ver: Artículo 212.10 (préstamo de obras audiovisuales), Artículo 216 (las excepciones se aplican a los derechos conexos).
categoria_2	categoria_2_caso_2	El Salvador	no	Ley de Propiedad Intelectual (modificada por el Decreto Legislativo 611)	NO ES LEGAL. No existen excepciones al derecho de distribución que permitan el préstamo público de ningún tipo de obra por parte de archivos, bibliotecas o museos. Existe una disposición que establece el agotamiento del derecho de distribución luego de la primera venta, pero parecería que solo agota los derechos de comercialización "mediante venta" (o sea que las subsiguientes ventas no se pueden controlar), pero no alcanza a otros subderechos de distribución como el arrendamiento o el préstamo público. Ver: Artículo 7 (agotamiento del derecho de distribución).
categoria_2	categoria_2_caso_2	Guatemala	no	Decreto 33-98 y modificativas	NO ES LEGAL. Existe una excepción al derecho de autor que permite el préstamo público por parte de archivos y bibliotecas, pero alcanza únicamente al préstamo de ejemplares de obras expresadas por escrito. Ver: Artículo 65 (préstamo de obras expresadas por escrito).
categoria_2	categoria_2_caso_2	Honduras	no	Decreto 4-99-E	NO ES LEGAL. Existe una excepción que permite que las bibliotecas públicas realicen reproducciones "para el uso exclusivo de sus lectores" o "para el servicio de préstamos a otras bibliotecas" de obras agotadas o no disponibles en el mercado. De estas expresiones se deduce que el préstamo público estaría implícitamente habilitado, pero esto solo aplica a bibliotecas públicas y no a archivos, por lo que no cubre el préstamo de obras audiovisuales por parte de un archivo de este escenario. Ver: Artículo 49 (excepción sobre reproducción para bibliotecas, préstamo implícito).
categoria_2	categoria_2_caso_2	México	no	Ley Federal del Derecho de Autor	NO ES LEGAL. No existen excepciones al derecho de distribución que permitan el préstamo público de ningún tipo de obra por parte de archivos, bibliotecas o museos. Existe una disposición que establece el agotamiento del derecho de distribución luego de la primera venta, pero parecería que solo agota los derechos de comercialización "mediante venta" (o sea que las subsiguientes ventas no se pueden controlar), pero no alcanza a otros subderechos de distribución como el arrendamiento o el préstamo público. Ver: Artículo 27.IV (agotamiento del derecho de distribución).
categoria_2	categoria_2_caso_2	Nicaragua	no	Ley 312	NO ES LEGAL. No existen excepciones al derecho de distribución que permitan el préstamo público de ningún tipo de obra por parte de archivos, bibliotecas o museos.
categoria_2	categoria_2_caso_2	Panamá	no	Ley 64	NO ES LEGAL. Existe una excepción al derecho de autor que permite el préstamo público por parte de archivos y bibliotecas, pero alcanza únicamente al préstamo de ejemplares de obras expresadas por escrito. Ver: Artículo 69 (préstamo de obras expresadas por escrito).
categoria_2	categoria_2_caso_2	Paraguay	no	Ley 1328	NO ES LEGAL. Existe una excepción al derecho de autor que permite el préstamo público por parte de archivos y bibliotecas, pero alcanza únicamente al préstamo de ejemplares de obras expresadas por escrito. Ver: Artículo 39 (préstamo de obras expresadas por escrito).
categoria_2	categoria_2_caso_2	Perú	gratis	Ley 9739	SÍ, ES LEGAL. Existe una excepción que permite el préstamo al público del ejemplar lícito de una obra por una biblioteca o archivo cuyas actividades no tengan directa o indirectamente fines de lucro. También existe una disposición que establece que todas las excepciones y límites establecidos serán también aplicables a los derechos conexos. Esta norma cubriría los derechos conexos implicados en las fijaciones audiovisuales del archivo. Ver: Artículo 43 (préstamo público de obras), Artículo 129 (excepciones sobre los derechos conexos).
categoria_2	categoria_2_caso_2	República Dominicana	no	Ley 65-00	NO ES LEGAL. Existe una excepción que permite que las bibliotecas públicas realicen reproducciones "para el uso exclusivo de sus lectores" o "para el servicio de préstamos a otras bibliotecas" de obras agotadas o no disponibles en el mercado. De estas expresiones se deduce que el préstamo público estaría implícitamente habilitado, pero esto solo aplica a bibliotecas públicas y no a archivos, por lo que no cubre el préstamo de obras audiovisuales por parte de un archivo de este escenario. Ver: Artículo 38 (excepción sobre reproducción para bibliotecas, préstamo implícito).
categoria_2	categoria_2_caso_2	Uruguay	no	Ley 9739	NO ES LEGAL. No existen excepciones al derecho de distribución que permitan el préstamo público de ningún tipo de obra por parte de archivos, bibliotecas o museos.
categoria_2	categoria_2_caso_2	Venezuela	no	Ley sobre el Derecho de Autor	NO ES LEGAL. No existen excepciones al derecho de distribución que permitan el préstamo público de ningún tipo de obra por parte de archivos, bibliotecas o museos.
categoria_2	categoria_2_caso_3	Argentina	no	Ley 11723	NO ES LEGAL. No existe ninguna excepción al derecho de reproducción que permita a un archivo o biblioteca realizar copias de obras con fines de preservación (en este caso copias digitales).
categoria_2	categoria_2_caso_3	Bolivia	no	Ley 1322	NO ES LEGAL. No existe ninguna excepción al derecho de reproducción que permita a un archivo o biblioteca realizar copias de obras con fines de preservación (en este caso copias digitales).
categoria_2	categoria_2_caso_3	Brasil	no	Ley 9610	NO ES LEGAL. No existe ninguna excepción al derecho de reproducción que permita a un archivo o biblioteca realizar copias de obras con fines de preservación (en este caso copias digitales).
categoria_2	categoria_2_caso_3	Chile	gratis	Ley 17336	SÍ, ES LEGAL. Existe una excepción que permite a las bibliotecas y archivos que no tengan fines lucrativos reproducir una obra que no se encuentre disponible en el mercado, siempre que la obra se encuentre en su colección permanente y ello sea necesario a los efectos de preservar dicho ejemplar o sustituirlo en caso de pérdida o deterioro, hasta un máximo de dos copias. Hay otra disposición que establece que las excepciones se aplican a todos los derechos conexos. Ver: Artículo 71.I (reproducción con fines de preservación en bibliotecas y archivos), Artículo 71.A (las excepciones son aplicables a los derechos conexos).
categoria_2	categoria_2_caso_3	Colombia	no	Ley 23 y Ley 1915	NO ES LEGAL. Existe una excepción que permite a las bibliotecas públicas reproducir para el uso exclusivo de sus lectores y cuando ello sea necesario para su conservación, o para el servicio de préstamos a otras bibliotecas, también públicas, una copia de obras protegidas depositadas en sus colecciones o archivos que se encuentran agotadas en el mercado local. Esta excepción no cubre el escenario porque solamente aplica a las reproducciones realizadas en "bibliotecas públicas", mientras que este escenario refiere a un archivo privado. También existe una dispoción que establece que para explotar la obra cinematográfica en cualquier medio no convenido en el contrato inicial, se requerirá la autorización previa de los autores y de los artistas intérpretes o ejecutantes, individualmente, o por medio de las sociedades que los representen, por lo que los derechos conexos tampoco estarían cubiertos por ninguna excepción. Ver: Artículo 38 (reproducción con fines de preservación en bibliotecas públicas), Artículo 104 (derechos conexos sobre fijaciones cinematográficas).
categoria_2	categoria_2_caso_3	Costa Rica	no	Ley 6683	NO ES LEGAL. No existe ninguna excepción al derecho de reproducción que permita a un archivo o biblioteca realizar copias de obras con fines de preservación (en este caso copias digitales).
categoria_2	categoria_2_caso_3	Cuba	gratis	Ley 14	SÍ, ES LEGAL. Existe una excepción que permite reproducir una obra por un procedimiento fotográfico u otro análogo, cuando la reproducción la realice una biblioteca, un centro de documentación (entre otros) y siempre que se haga con carácter no lucrativo y que la cantidad de ejemplares se limite estrictamente a las necesidades de una actividad específica. No son necesarias excepciones a los derechos conexos sobre videogramas ya que Cuba no prevé un régimen diferenciado que regule los derechos conexos. Ver: Artículo 38 (reproducciones en una biblioteca, un centro de documentación, una institución científica o un establecimiento de enseñanza).
categoria_2	categoria_2_caso_3	Ecuador	gratis	Código Ingenios	SÍ, ES LEGAL. Existe una excepción que permite la reproducción en forma individual de una obra por una biblioteca, archivo o museo, cuando el ejemplar respectivo se encuentre en la colección de la biblioteca, archivo o museo y dicha reproducción se realice para preservar el ejemplar y sustituirlo en caso de extravío, destrucción o inutilización (entre otros fines). Hay una disposición que establece que las excepciones se aplican a todos los derechos conexos. Ver: Artículo 212.9.a (reproducción con fines de preservación en bibliotecas y archivos), Artículo 216 (las excepciones se aplican a los derechos conexos).
categoria_2	categoria_2_caso_3	El Salvador	no	Ley de Propiedad Intelectual (modificada por el Decreto Legislativo 611)	NO ES LEGAL. Existe una excepción que permite la reproducción individual de una obra por bibliotecas o archivos que no tengan fines de lucro, cuando el ejemplar se encuentra en su colección permanente, para preservar dicho ejemplar y sustituirlo en caso de necesidad o para sustituir un ejemplar en la colección permanente de otra biblioteca o archivo, siempre que no resulte posible adquirir tal ejemplar en un plazo o condiciones razonables. Sin embargo, la ley salvadoreña prevé derechos conexos específicos para productores de videogramas y no existen excepciones aplicables a esos derechos para este escenario. Ver: Artículo 45(d) (reproducción con fines de preservación en bibliotecas y archivos), Artículo 85(c) (derechos de productores de videogramas).
categoria_2	categoria_2_caso_3	Guatemala	gratis	Decreto 33-98 y modificativas	SÍ, ES LEGAL. Existe una excepción que permite la reproducción individual de una obra por bibliotecas o archivos que no tengan fines de lucro, cuando el ejemplar se encuentre en su colección permanente, con el objeto de preservar dicho ejemplar y sustituirlo en caso de necesidad, o bien para sustituir un ejemplar similar en la colección permanente de otra biblioteca o archivo, siempre que no resulte posible adquirir el ejemplar en plazo o condiciones razonables. No se detectó la existencia de derechos conexos sobre videogramas. Ver: Artículo 64(b) (reproducción con fines de preservación en bibliotecas y archivos).
categoria_2	categoria_2_caso_3	Honduras	gratis	Decreto 4-99-E	SÍ, ES LEGAL. Existe una excepción que permite a las bibliotecas y servicios de archivo, cuyas actividades no persigan directa ni indirectamente un provecho comercial, reproducir ejemplares aislados de una obra que forme parte de su colección permanente a fin de conservarlos o de reemplazarlos, si el ejemplar en cuestión ha sido perdido, destruido o se ha hecho inutilizable, a condición de que no sea posible adquirir tal ejemplar en un tiempo y bajo condiciones razonables. No se detectó la existencia de derechos conexos sobre videogramas. Ver: Artículo 35 (reproducción con fines de preservación en bibliotecas y archivos).
